subject	glasses	component	bin	distance	offset
p7	vps	horizontal	14	0.367510341	0.018312955
p7	vps	horizontal	15	0.512845698	-0.010088595
p7	vps	horizontal	16	0.770031701	0.13431045
p7	vps	horizontal	17	1.175359639	0.00171375
p7	vps	horizontal	18	1.917998542	-0.02076843
p7	vps	horizontal	19	3.250122969	0.01850123
p7	vps	horizontal	20	5.557288945	-0.103988535
p7	vps	vertical	1	0.070146601	-3.278602158
p7	vps	vertical	2	0.071305043	-6.619790693
p7	vps	vertical	3	0.073079891	-3.355819723
p7	vps	vertical	4	0.074896684	-3.478425978
p7	vps	vertical	5	0.08087388	-3.619176148
p7	vps	vertical	6	0.089171455	-3.859139023
p7	vps	vertical	7	0.095736974	-3.744133648
p7	vps	vertical	8	0.106774784	-3.591111363
p7	vps	vertical	9	0.120049386	-3.776212383
p7	vps	vertical	10	0.139943702	-3.472350193
p7	vps	vertical	11	0.167985949	-2.887632738
p7	vps	vertical	12	0.21113439	-2.391435538
p7	vps	vertical	13	0.269384293	-1.947010958
p7	vps	vertical	14	0.367510341	-1.828358588
p7	vps	vertical	15	0.512845698	-1.703570728
p7	vps	vertical	16	0.770031701	-0.924945083
p7	vps	vertical	17	1.175359639	-0.448914038
p7	vps	vertical	18	1.917998542	0.059152337
p7	vps	vertical	19	3.250122969	0.199689372
p7	vps	vertical	20	5.557288945	0.598667692
p8	invisible	horizontal	1	0.152331247	-13.14841529
p8	invisible	horizontal	2	0.166830998	-12.43340673
p8	invisible	horizontal	3	0.174368128	-10.97393951
p8	invisible	horizontal	4	0.187480407	-11.35692083
p8	invisible	horizontal	5	0.196496473	-10.14916898
p8	invisible	horizontal	6	0.20388963	-9.805738731
p8	invisible	horizontal	7	0.21572451	-9.362386601
p8	invisible	horizontal	8	0.233579125	-8.569658071
p8	invisible	horizontal	9	0.254490149	-7.498796451
p8	invisible	horizontal	10	0.280914869	-6.817215751
p8	invisible	horizontal	11	0.317435895	-5.706778791
p8	invisible	horizontal	12	0.367917754	-4.222712741
p8	invisible	horizontal	13	0.435569278	-3.409927391
p8	invisible	horizontal	14	0.542835222	-2.546105541
p8	invisible	horizontal	15	0.696457173	-1.694340961
p8	invisible	horizontal	16	0.942014428	-0.678247841
p8	invisible	horizontal	17	1.347903194	0.265042279
p8	invisible	horizontal	18	1.956822294	0.190559194
p8	invisible	horizontal	19	3.0724014	1.034535799
p8	invisible	horizontal	20	5.103750975	1.470504084
p8	invisible	vertical	1	0.152331247	-7.763006222
p8	invisible	vertical	2	0.166830998	-6.077472577
p8	invisible	vertical	3	0.174368128	-6.271061342
p8	invisible	vertical	4	0.187480407	-5.331571142
p8	invisible	vertical	5	0.196496473	-4.841745112
p8	invisible	vertical	6	0.20388963	-4.204617532
p8	invisible	vertical	7	0.21572451	-3.835987282
p8	invisible	vertical	8	0.233579125	-2.967938422
p8	invisible	vertical	9	0.254490149	-2.335603452
p8	invisible	vertical	10	0.280914869	-1.319846452
p8	invisible	vertical	11	0.317435895	-0.698320777
p8	invisible	vertical	12	0.367917754	-0.731005162
p8	invisible	vertical	13	0.435569278	-0.727454872
p8	invisible	vertical	14	0.542835222	-0.475607372
p8	invisible	vertical	15	0.696457173	-0.367382122
p8	invisible	vertical	16	0.942014428	-0.285344472
p8	invisible	vertical	17	1.347903194	0.016683218
p8	invisible	vertical	18	1.956822294	-0.259284952
p8	invisible	vertical	19	3.0724014	-0.331790792
p8	invisible	vertical	20	5.103750975	-0.382710237
p8	neon	horizontal	1	0.047907344	NaN
p8	neon	horizontal	2	0.106149824	-0.314285793
p8	neon	horizontal	3	0.106827231	-0.174574803
p8	neon	horizontal	4	0.109577237	-0.099675028
p8	neon	horizontal	5	0.113652563	0.166020222
p8	neon	horizontal	6	0.119881455	0.139007217
p8	neon	horizontal	7	0.122878648	0.061465157
p8	neon	horizontal	8	0.126607958	0.415620037
p8	neon	horizontal	9	0.130785668	1.290485907
p8	neon	horizontal	10	0.144768956	0.730109967
p8	neon	horizontal	11	0.155460412	0.078661547
p8	neon	horizontal	12	0.171558601	1.107049082
p8	neon	horizontal	13	0.200676286	1.170145732
p8	neon	horizontal	14	0.243241436	1.174899162
p8	neon	horizontal	15	0.309644046	0.595018647
p8	neon	horizontal	16	0.426914955	0.404777987
p8	neon	horizontal	17	0.628188172	-0.038017053
p8	neon	horizontal	18	0.993403315	-0.245147078
p8	neon	horizontal	19	1.771635221	-0.262638963
p8	neon	horizontal	20	3.230601595	-0.125580783
p8	neon	vertical	1	0.047907344	19.49134973
p8	neon	vertical	2	0.106149824	-10.13499794
p8	neon	vertical	3	0.106827231	-9.720562559
p8	neon	vertical	4	0.109577237	-9.512015289
p8	neon	vertical	5	0.113652563	-9.085674744
p8	neon	vertical	6	0.119881455	-8.732037909
p8	neon	vertical	7	0.122878648	-9.760524919
p8	neon	vertical	8	0.126607958	-9.140481144
p8	neon	vertical	9	0.130785668	-10.7791907
p8	neon	vertical	10	0.144768956	-8.093415219
p8	neon	vertical	11	0.155460412	-10.52586689
p8	neon	vertical	12	0.171558601	-6.636537729
p8	neon	vertical	13	0.200676286	-5.854778859
p8	neon	vertical	14	0.243241436	-3.855884464
p8	neon	vertical	15	0.309644046	-2.419672229
p8	neon	vertical	16	0.426914955	-1.088513214
p8	neon	vertical	17	0.628188172	-0.405847499
p8	neon	vertical	18	0.993403315	0.404008731
p8	neon	vertical	19	1.771635221	1.442525591
p8	neon	vertical	20	3.230601595	1.797512181
p8	smi	horizontal	1	0.092638848	-0.747059962
p8	smi	horizontal	2	0.099807753	-1.100474737
p8	smi	horizontal	3	0.105215011	-0.184939317
p8	smi	horizontal	4	0.110279737	-1.078875177
p8	smi	horizontal	5	0.12117763	-1.343885802
p8	smi	horizontal	6	0.131502344	-0.480359472
p8	smi	horizontal	7	0.138951534	-1.147583982
p8	smi	horizontal	8	0.143822858	-1.038784502
p8	smi	horizontal	9	0.153264857	-1.016877542
p8	smi	horizontal	10	0.17314647	-0.685117842
p8	smi	horizontal	11	0.196326184	-0.518828582
p8	smi	horizontal	12	0.235170351	-0.278304692
p8	smi	horizontal	13	0.296882241	-0.070574352
p8	smi	horizontal	14	0.395704164	-0.156510332
p8	smi	horizontal	15	0.563412681	-0.236046612
p8	smi	horizontal	16	0.801184248	-0.196487472
p8	smi	horizontal	17	1.193234097	-0.171807232
p8	smi	horizontal	18	1.840580432	-0.013937572
p8	smi	horizontal	19	3.040092443	0.066781238
p8	smi	horizontal	20	5.256519899	0.190654518
p8	smi	vertical	1	0.092638848	-9.138566973
p8	smi	vertical	2	0.099807753	-9.767054338
p8	smi	vertical	3	0.105215011	-10.02295308
p8	smi	vertical	4	0.110279737	-9.807503213
p8	smi	vertical	5	0.12117763	-8.953897413
p8	smi	vertical	6	0.131502344	-6.871287513
p8	smi	vertical	7	0.138951534	-8.328349023
p8	smi	vertical	8	0.143822858	-7.466642598
p8	smi	vertical	9	0.153264857	-6.881876553
p8	smi	vertical	10	0.17314647	-6.188955253
p8	smi	vertical	11	0.196326184	-5.027575363
p8	smi	vertical	12	0.235170351	-3.972303243
p8	smi	vertical	13	0.296882241	-3.069317003
p8	smi	vertical	14	0.395704164	-2.212482573
p8	smi	vertical	15	0.563412681	-1.197935103
p8	smi	vertical	16	0.801184248	-0.507062933
p8	smi	vertical	17	1.193234097	0.178869952
p8	smi	vertical	18	1.840580432	0.587591367
p8	smi	vertical	19	3.040092443	0.722435167
p8	smi	vertical	20	5.256519899	1.082047677
p8	g2	horizontal	1	0.219181139	0.448543054
p8	g2	horizontal	2	0.235896136	1.290801039
p8	g2	horizontal	3	0.279840778	-0.791466196
p8	g2	horizontal	4	0.303529445	1.523535379
p8	g2	horizontal	5	0.325990819	0.692338454
p8	g2	horizontal	6	0.350665546	0.466403094
p8	g2	horizontal	7	0.379024802	-1.325504691
p8	g2	horizontal	8	0.40546186	0.143620814
p8	g2	horizontal	9	0.434702257	0.058265124
p8	g2	horizontal	10	0.470728726	0.001011124
p8	g2	horizontal	11	0.522155823	0.445936424
p8	g2	horizontal	12	0.588403521	0.307894284
p8	g2	horizontal	13	0.685957286	0.241683164
p8	g2	horizontal	14	0.81433302	-0.051048566
p8	g2	horizontal	15	0.982397135	-0.050395196
p8	g2	horizontal	16	1.262711833	0.114651539
p8	g2	horizontal	17	1.662293587	0.165434204
p8	g2	horizontal	18	2.331084924	-0.077185266
p8	g2	horizontal	19	3.436158493	0.022302464
p8	g2	horizontal	20	5.433515782	0.141545894
p8	g2	vertical	1	0.219181139	-6.277298222
p8	g2	vertical	2	0.235896136	-3.107888897
p8	g2	vertical	3	0.279840778	-2.234744042
p8	g2	vertical	4	0.303529445	-3.174928757
p8	g2	vertical	5	0.325990819	-3.677817462
p8	g2	vertical	6	0.350665546	-3.247165382
p8	g2	vertical	7	0.379024802	0.579449938
p8	g2	vertical	8	0.40546186	0.684977398
p8	g2	vertical	9	0.434702257	0.364268768
p8	g2	vertical	10	0.470728726	-0.545788582
p8	g2	vertical	11	0.522155823	-0.478866062
p8	g2	vertical	12	0.588403521	-0.361808942
p8	g2	vertical	13	0.685957286	-0.079622382
p8	g2	vertical	14	0.81433302	-0.192179712
p8	g2	vertical	15	0.982397135	-0.099953632
p8	g2	vertical	16	1.262711833	-0.049439662
p8	g2	vertical	17	1.662293587	-0.045103532
p8	g2	vertical	18	2.331084924	-0.377263032
p8	g2	vertical	19	3.436158493	-0.263827182
p8	g2	vertical	20	5.433515782	-0.143045412
p8	g3	horizontal	1	0.104154744	-0.732270551
p8	g3	horizontal	2	0.108166504	-0.904780321
p8	g3	horizontal	3	0.116971974	-0.922380486
p8	g3	horizontal	4	0.127833328	-0.633328081
p8	g3	horizontal	5	0.132393195	-0.773461581
p8	g3	horizontal	6	0.145905201	-1.132766501
p8	g3	horizontal	7	0.159559632	-0.581138386
p8	g3	horizontal	8	0.174672448	-0.472322246
p8	g3	horizontal	9	0.195740639	-0.367663671
p8	g3	horizontal	10	0.227131922	-0.158858491
p8	g3	horizontal	11	0.263076678	-0.050032671
p8	g3	horizontal	12	0.31844184	-0.095507171
p8	g3	horizontal	13	0.390179028	-0.155269446
p8	g3	horizontal	14	0.498317517	-0.168417031
p8	g3	horizontal	15	0.652078784	-0.137094066
p8	g3	horizontal	16	0.897319009	-0.092400381
p8	g3	horizontal	17	1.307631265	-0.130057906
p8	g3	horizontal	18	1.968890529	-0.104298241
p8	g3	horizontal	19	3.143627356	0.022371174
p8	g3	horizontal	20	5.314245351	0.087617804
p8	g3	vertical	1	0.104154744	-10.49964009
p8	g3	vertical	2	0.108166504	-9.255502973
p8	g3	vertical	3	0.116971974	-8.470980913
p8	g3	vertical	4	0.127833328	-7.600429308
p8	g3	vertical	5	0.132393195	-7.239628403
p8	g3	vertical	6	0.145905201	-6.418066753
p8	g3	vertical	7	0.159559632	-5.146912418
p8	g3	vertical	8	0.174672448	-4.834224578
p8	g3	vertical	9	0.195740639	-4.136396918
p8	g3	vertical	10	0.227131922	-3.531523538
p8	g3	vertical	11	0.263076678	-3.032426893
p8	g3	vertical	12	0.31844184	-2.003231043
p8	g3	vertical	13	0.390179028	-1.210009243
p8	g3	vertical	14	0.498317517	-0.855110778
p8	g3	vertical	15	0.652078784	-0.676939468
p8	g3	vertical	16	0.897319009	-0.059634118
p8	g3	vertical	17	1.307631265	0.060435132
p8	g3	vertical	18	1.968890529	0.085077177
p8	g3	vertical	19	3.143627356	0.329044602
p8	g3	vertical	20	5.314245351	0.620028282
p8	vps	horizontal	1	0.096450295	-1.637522021
p8	vps	horizontal	2	0.108840616	-0.785129571
p8	vps	horizontal	3	0.117500414	-1.579323196
p8	vps	horizontal	4	0.127161517	-1.054601981
p8	vps	horizontal	5	0.137609122	-0.713421221
p8	vps	horizontal	6	0.154665821	-0.991995301
p8	vps	horizontal	7	0.167997247	-0.743231041
p8	vps	horizontal	8	0.187513394	-0.827864186
p8	vps	horizontal	9	0.209763141	-0.651936326
p8	vps	horizontal	10	0.242077762	-0.309706986
p8	vps	horizontal	11	0.283969493	-0.201753881
p8	vps	horizontal	12	0.347220859	-0.222142381
p8	vps	horizontal	13	0.435633903	-0.020802941
p8	vps	horizontal	14	0.559022497	0.066011269
p8	vps	horizontal	15	0.736665073	-0.091220391
p8	vps	horizontal	16	0.992518417	-0.000914291
p8	vps	horizontal	17	1.403006368	-0.086844456
p8	vps	horizontal	18	2.096822279	0.076543999
p8	vps	horizontal	19	3.340591775	0.064967759
p8	vps	horizontal	20	5.539200167	-0.190938791
p8	vps	vertical	1	0.096450295	-1.833889329
p8	vps	vertical	2	0.108840616	-2.035348189
p8	vps	vertical	3	0.117500414	-2.947382299
p8	vps	vertical	4	0.127161517	-2.441301324
p8	vps	vertical	5	0.137609122	-3.002283939
p8	vps	vertical	6	0.154665821	-2.429061084
p8	vps	vertical	7	0.167997247	-2.658021674
p8	vps	vertical	8	0.187513394	-2.139636274
p8	vps	vertical	9	0.209763141	-1.934064239
p8	vps	vertical	10	0.242077762	-1.544080469
p8	vps	vertical	11	0.283969493	-1.494617454
p8	vps	vertical	12	0.347220859	-1.129292149
p8	vps	vertical	13	0.435633903	-1.024043709
p8	vps	vertical	14	0.559022497	-0.850670589
p8	vps	vertical	15	0.736665073	-0.534421179
p8	vps	vertical	16	0.992518417	-0.464052479
p8	vps	vertical	17	1.403006368	-0.120645834
p8	vps	vertical	18	2.096822279	-0.111080719
p8	vps	vertical	19	3.340591775	0.054349021
p8	vps	vertical	20	5.539200167	0.353857421
p9	invisible	horizontal	1	0.0861706	NaN
p9	invisible	horizontal	2	0.089646299	NaN
p9	invisible	horizontal	3	0.097327262	NaN
p9	invisible	horizontal	4	0.098876193	NaN
p9	invisible	horizontal	5	0.10305516	NaN
p9	invisible	horizontal	6	0.10862856	NaN
p9	invisible	horizontal	7	0.112831276	NaN
p9	invisible	horizontal	8	0.120136591	NaN
p9	invisible	horizontal	9	0.12713891	-18.47662589
p9	invisible	horizontal	10	0.136371738	-17.89018975
p9	invisible	horizontal	11	0.15300419	-16.50384887
p9	invisible	horizontal	12	0.177496211	-13.95016514
p9	invisible	horizontal	13	0.219379761	-10.63151076
p9	invisible	horizontal	14	0.288472274	-7.340362146
p9	invisible	horizontal	15	0.434296128	-3.897932951
p9	invisible	horizontal	16	0.756522852	-1.786761361
p9	invisible	horizontal	17	1.191468646	-0.135906116
p9	invisible	horizontal	18	1.926323222	0.953294594
p9	invisible	horizontal	19	3.186918691	1.417714129
p9	invisible	horizontal	20	5.173184343	1.732195454
p9	invisible	vertical	1	0.0861706	1.777140524
p9	invisible	vertical	2	0.089646299	1.351203234
p9	invisible	vertical	3	0.097327262	1.103667654
p9	invisible	vertical	4	0.098876193	0.269617284
p9	invisible	vertical	5	0.10305516	0.039976214
p9	invisible	vertical	6	0.10862856	1.232878284
p9	invisible	vertical	7	0.112831276	1.036778794
p9	invisible	vertical	8	0.120136591	1.261339169
p9	invisible	vertical	9	0.12713891	1.143258809
p9	invisible	vertical	10	0.136371738	1.031122214
p9	invisible	vertical	11	0.15300419	-0.340590576
p9	invisible	vertical	12	0.177496211	-0.541288136
p9	invisible	vertical	13	0.219379761	-0.404203166
p9	invisible	vertical	14	0.288472274	-0.276225061
p9	invisible	vertical	15	0.434296128	-0.097131586
p9	invisible	vertical	16	0.756522852	-0.576509116
p9	invisible	vertical	17	1.191468646	0.049121114
p9	invisible	vertical	18	1.926323222	0.019047984
p9	invisible	vertical	19	3.186918691	0.077420399
p9	invisible	vertical	20	5.173184343	-0.020337516
p9	neon	horizontal	1	0.047040552	0.023358284
p9	neon	horizontal	2	0.080004872	-0.150665176
p9	neon	horizontal	3	0.082986552	-0.369859261
p9	neon	horizontal	4	0.085658737	-0.596406466
p9	neon	horizontal	5	0.089849343	-0.184507001
p9	neon	horizontal	6	0.092370783	-0.330506971
p9	neon	horizontal	7	0.097269597	-0.360339426
p9	neon	horizontal	8	0.100353365	0.214035219
p9	neon	horizontal	9	0.102701887	0.468828489
p9	neon	horizontal	10	0.10611812	0.342159384
p9	neon	horizontal	11	0.112374191	0.469426974
p9	neon	horizontal	12	0.122020798	0.193567224
p9	neon	horizontal	13	0.135525843	-0.176433516
p9	neon	horizontal	14	0.159223191	-0.167855436
p9	neon	horizontal	15	0.199504451	-0.033835746
p9	neon	horizontal	16	0.286989183	0.219190704
p9	neon	horizontal	17	0.484046155	0.055675934
p9	neon	horizontal	18	0.892701866	-0.019591296
p9	neon	horizontal	19	1.648185913	0.060551909
p9	neon	horizontal	20	3.212955664	0.077065474
p9	neon	vertical	1	0.047040552	-1.912183567
p9	neon	vertical	2	0.080004872	-2.044556562
p9	neon	vertical	3	0.082986552	-1.640609802
p9	neon	vertical	4	0.085658737	-1.036293827
p9	neon	vertical	5	0.089849343	-1.085103607
p9	neon	vertical	6	0.092370783	-0.732624647
p9	neon	vertical	7	0.097269597	-0.831839697
p9	neon	vertical	8	0.100353365	-0.549783707
p9	neon	vertical	9	0.102701887	-0.173468727
p9	neon	vertical	10	0.10611812	0.236098943
p9	neon	vertical	11	0.112374191	0.250140248
p9	neon	vertical	12	0.122020798	0.153810218
p9	neon	vertical	13	0.135525843	0.221548488
p9	neon	vertical	14	0.159223191	-0.006768672
p9	neon	vertical	15	0.199504451	-0.209659257
p9	neon	vertical	16	0.286989183	-0.537553767
p9	neon	vertical	17	0.484046155	-0.455304082
p9	neon	vertical	18	0.892701866	-0.082057762
p9	neon	vertical	19	1.648185913	0.139781608
p9	neon	vertical	20	3.212955664	0.216611598
p9	smi	horizontal	1	0.141824954	1.149349822
p9	smi	horizontal	2	0.148255221	1.137410147
p9	smi	horizontal	3	0.15425573	1.256765042
p9	smi	horizontal	4	0.163543249	0.539628042
p9	smi	horizontal	5	0.172022098	1.258250532
p9	smi	horizontal	6	0.181315514	1.206591622
p9	smi	horizontal	7	0.194233227	0.983375692
p9	smi	horizontal	8	0.215053831	0.955385487
p9	smi	horizontal	9	0.236507208	0.773530292
p9	smi	horizontal	10	0.273565133	0.740098092
p9	smi	horizontal	11	0.317717473	0.719207352
p9	smi	horizontal	12	0.389136328	0.475364892
p9	smi	horizontal	13	0.471311266	0.092297182
p9	smi	horizontal	14	0.608346543	0.050560667
p9	smi	horizontal	15	0.800538996	-0.118416588
p9	smi	horizontal	16	1.091622649	-0.224257678
p9	smi	horizontal	17	1.535714836	-0.168688768
p9	smi	horizontal	18	2.221425965	-0.106462638
p9	smi	horizontal	19	3.30529534	-0.077092188
p9	smi	horizontal	20	5.281543909	-0.068956008
p9	smi	vertical	1	0.141824954	-2.672711358
p9	smi	vertical	2	0.148255221	-2.347126538
p9	smi	vertical	3	0.15425573	-2.046669168
p9	smi	vertical	4	0.163543249	-2.350566288
p9	smi	vertical	5	0.172022098	-2.096688628
p9	smi	vertical	6	0.181315514	-1.789136468
p9	smi	vertical	7	0.194233227	-1.943977208
p9	smi	vertical	8	0.215053831	-1.855225708
p9	smi	vertical	9	0.236507208	-1.800571958
p9	smi	vertical	10	0.273565133	-1.476995828
p9	smi	vertical	11	0.317717473	-1.022760673
p9	smi	vertical	12	0.389136328	-0.891124638
p9	smi	vertical	13	0.471311266	-0.747783798
p9	smi	vertical	14	0.608346543	0.035193612
p9	smi	vertical	15	0.800538996	0.005279042
p9	smi	vertical	16	1.091622649	-0.101907978
p9	smi	vertical	17	1.535714836	-0.296686448
p9	smi	vertical	18	2.221425965	-0.051761898
p9	smi	vertical	19	3.30529534	0.099608902
p9	smi	vertical	20	5.281543909	0.483986472
p9	g2	horizontal	1	0.080337746	8.793976884
p9	g2	horizontal	2	0.085465978	8.004863234
p9	g2	horizontal	3	0.090031503	7.133801399
p9	g2	horizontal	4	0.093749779	6.014240629
p9	g2	horizontal	5	0.103145906	5.524239434
p9	g2	horizontal	6	0.107702736	4.944751854
p9	g2	horizontal	7	0.113340295	5.034111944
p9	g2	horizontal	8	0.12101759	3.354634119
p9	g2	horizontal	9	0.13184528	1.480939684
p9	g2	horizontal	10	0.147834145	-0.113026656
p9	g2	horizontal	11	0.175829589	0.134176774
p9	g2	horizontal	12	0.221782247	0.044369324
p9	g2	horizontal	13	0.290661844	0.146771054
p9	g2	horizontal	14	0.402359702	-0.131775816
p9	g2	horizontal	15	0.585113893	0.272677604
p9	g2	horizontal	16	0.846520465	0.058656004
p9	g2	horizontal	17	1.250795584	0.074890324
p9	g2	horizontal	18	1.947062478	-0.161110046
p9	g2	horizontal	19	3.095840189	-0.109369141
p9	g2	horizontal	20	5.148235811	-0.314236571
p9	g2	vertical	1	0.080337746	-8.008741349
p9	g2	vertical	2	0.085465978	-8.356042454
p9	g2	vertical	3	0.090031503	-8.163870019
p9	g2	vertical	4	0.093749779	-7.141390864
p9	g2	vertical	5	0.103145906	-6.153041964
p9	g2	vertical	6	0.107702736	-5.181879034
p9	g2	vertical	7	0.113340295	-4.845524449
p9	g2	vertical	8	0.12101759	-4.152334144
p9	g2	vertical	9	0.13184528	-3.404093349
p9	g2	vertical	10	0.147834145	-2.967276129
p9	g2	vertical	11	0.175829589	-2.183482719
p9	g2	vertical	12	0.221782247	-1.238854459
p9	g2	vertical	13	0.290661844	-1.524236539
p9	g2	vertical	14	0.402359702	-0.889989659
p9	g2	vertical	15	0.585113893	-0.908939609
p9	g2	vertical	16	0.846520465	-0.838258484
p9	g2	vertical	17	1.250795584	-0.758915319
p9	g2	vertical	18	1.947062478	-0.616396554
p9	g2	vertical	19	3.095840189	-0.072011734
p9	g2	vertical	20	5.148235811	0.815957031
p9	g3	horizontal	1	0.083158797	-7.684173485
p9	g3	horizontal	2	0.087446667	3.811023205
p9	g3	horizontal	3	0.08920796	3.576834985
p9	g3	horizontal	4	0.093871923	3.79634381
p9	g3	horizontal	5	0.099006021	2.55003972
p9	g3	horizontal	6	0.107236772	2.73618022
p9	g3	horizontal	7	0.118093868	-0.95507745
p9	g3	horizontal	8	0.127995916	-1.04215703
p9	g3	horizontal	9	0.144518741	-0.8120564
p9	g3	horizontal	10	0.166831497	-0.362563605
p9	g3	horizontal	11	0.19881758	-0.27028617
p9	g3	horizontal	12	0.251572619	0.00012224
p9	g3	horizontal	13	0.327178977	-0.12257182
p9	g3	horizontal	14	0.434118668	-0.068255895
p9	g3	horizontal	15	0.59766566	-0.03566088
p9	g3	horizontal	16	0.853662179	-0.1260726
p9	g3	horizontal	17	1.246881731	-0.054544655
p9	g3	horizontal	18	1.870162253	-0.02059861
p9	g3	horizontal	19	2.906802575	0.02008653
p9	g3	horizontal	20	4.869673593	-0.01655489
p9	g3	vertical	1	0.083158797	-6.56044752
p9	g3	vertical	2	0.087446667	2.49770886
p9	g3	vertical	3	0.08920796	2.74742487
p9	g3	vertical	4	0.093871923	1.01150021
p9	g3	vertical	5	0.099006021	1.08102608
p9	g3	vertical	6	0.107236772	1.45891858
p9	g3	vertical	7	0.118093868	-0.71261324
p9	g3	vertical	8	0.127995916	-0.696669215
p9	g3	vertical	9	0.144518741	-0.636879205
p9	g3	vertical	10	0.166831497	-0.653936885
p9	g3	vertical	11	0.19881758	-0.28242912
p9	g3	vertical	12	0.251572619	-0.4906887
p9	g3	vertical	13	0.327178977	-0.37788994
p9	g3	vertical	14	0.434118668	-0.32137614
p9	g3	vertical	15	0.59766566	-0.12884615
p9	g3	vertical	16	0.853662179	-0.14294218
p9	g3	vertical	17	1.246881731	-0.216361005
p9	g3	vertical	18	1.870162253	-0.20329008
p9	g3	vertical	19	2.906802575	-0.24681275
p9	g3	vertical	20	4.869673593	-0.17452078
p9	vps	horizontal	1	0.098400244	0.164462867
p9	vps	horizontal	2	0.103419121	0.806034897
p9	vps	horizontal	3	0.105988584	0.342080407
p9	vps	horizontal	4	0.108523246	-0.470118528
p9	vps	horizontal	5	0.112721055	-0.071191723
p9	vps	horizontal	6	0.120494068	-1.074292698
p9	vps	horizontal	7	0.132451052	-1.196437953
p9	vps	horizontal	8	0.141404596	1.674199307
p9	vps	horizontal	9	0.154709096	0.260158292
p9	vps	horizontal	10	0.174044018	0.090978167
p9	vps	horizontal	11	0.204824045	-0.030784683
p9	vps	horizontal	12	0.247133193	-0.177145883
p9	vps	horizontal	13	0.322769373	0.392249057
p9	vps	horizontal	14	0.431126156	0.007901967
p9	vps	horizontal	15	0.614544778	-0.347676773
p9	vps	horizontal	16	0.876453723	-0.198778053
p9	vps	horizontal	17	1.303437837	-0.092654563
p9	vps	horizontal	18	2.007936486	-0.017246898
p9	vps	horizontal	19	3.231791296	0.190883247
p9	vps	horizontal	20	5.370041034	0.100430727
p9	vps	vertical	1	0.098400244	2.420791846
p9	vps	vertical	2	0.103419121	2.028685866
p9	vps	vertical	3	0.105988584	0.156560911
p9	vps	vertical	4	0.108523246	-0.145708699
p9	vps	vertical	5	0.112721055	0.483910766
p9	vps	vertical	6	0.120494068	-0.166420199
p9	vps	vertical	7	0.132451052	0.831401466
p9	vps	vertical	8	0.141404596	0.288786226
p9	vps	vertical	9	0.154709096	-0.177886129
p9	vps	vertical	10	0.174044018	0.065416781
p9	vps	vertical	11	0.204824045	0.091780501
p9	vps	vertical	12	0.247133193	-0.006158884
p9	vps	vertical	13	0.322769373	-0.548531079
p9	vps	vertical	14	0.431126156	-0.170227514
p9	vps	vertical	15	0.614544778	0.036483911
p9	vps	vertical	16	0.876453723	0.017813271
p9	vps	vertical	17	1.303437837	-0.038654989
p9	vps	vertical	18	2.007936486	-0.588787429
p9	vps	vertical	19	3.231791296	-0.165127559
p9	vps	vertical	20	5.370041034	-0.189445824
p10	invisible	horizontal	1	0.190364308	-11.65541843
p10	invisible	horizontal	2	0.190859372	-10.0701952
p10	invisible	horizontal	3	0.191281679	-9.752910906
p10	invisible	horizontal	4	0.192162146	-8.826587666
p10	invisible	horizontal	5	0.194688576	-8.612376006
p10	invisible	horizontal	6	0.197584603	-9.957759296
p10	invisible	horizontal	7	0.201765782	-9.853010346
p10	invisible	horizontal	8	0.205631832	-9.814478216
p10	invisible	horizontal	9	0.209790595	-9.379014196
p10	invisible	horizontal	10	0.213386895	-9.090635246
p10	invisible	horizontal	11	0.219971049	-8.620266856
p10	invisible	horizontal	12	0.229152081	-7.989575511
p10	invisible	horizontal	13	0.246078727	-7.199300176
p10	invisible	horizontal	14	0.287815274	-6.125032386
p10	invisible	horizontal	15	0.358098468	-4.393493206
p10	invisible	horizontal	16	0.502732508	-2.288050646
p10	invisible	horizontal	17	0.876542658	-0.762547636
p10	invisible	horizontal	18	1.489626547	0.589259024
p10	invisible	horizontal	19	2.624304557	1.650999404
p10	invisible	horizontal	20	4.792314042	2.145638439
p10	invisible	vertical	1	0.190364308	-2.797263577
p10	invisible	vertical	2	0.190859372	-2.867145257
p10	invisible	vertical	3	0.191281679	-2.919778577
p10	invisible	vertical	4	0.192162146	-2.953729762
p10	invisible	vertical	5	0.194688576	-2.209578477
p10	invisible	vertical	6	0.197584603	-2.414894607
p10	invisible	vertical	7	0.201765782	-2.018195197
p10	invisible	vertical	8	0.205631832	-2.427981477
p10	invisible	vertical	9	0.209790595	-1.925330847
p10	invisible	vertical	10	0.213386895	-2.096261487
p10	invisible	vertical	11	0.219971049	-1.834571617
p10	invisible	vertical	12	0.229152081	-1.861473827
p10	invisible	vertical	13	0.246078727	-1.545164337
p10	invisible	vertical	14	0.287815274	-0.946099147
p10	invisible	vertical	15	0.358098468	-0.769347887
p10	invisible	vertical	16	0.502732508	-0.588721017
p10	invisible	vertical	17	0.876542658	-0.380530317
p10	invisible	vertical	18	1.489626547	0.158508763
p10	invisible	vertical	19	2.624304557	0.273403163
p10	invisible	vertical	20	4.792314042	0.444693698
p10	neon	horizontal	1	0.03163666	-11.36467922
p10	neon	horizontal	2	0.128922513	0.705962836
p10	neon	horizontal	3	0.200604916	0.657420831
p10	neon	horizontal	4	0.201030495	1.384055341
